cmnh1sk82007ck908weg2vivi	cmnh1sk3c003tk908gigp09oy	cmnh1sk7g006uk908osouksyu	activity	A4.4	Strategic Linkages and Export Readiness for the U.S. Market.	Pre-Establish formal contacts and hold technical meetings with key organizations to align project outputs with U.S. market requirements. This includes: Regulatory Compliance: Meetings with PROCOMER and the U.S. Agricultural Affairs Office (FAS) to identify FDA/FSMA requirements for the new value-added products. Business Networking: Outreach to the American Chamber of Commerce (AmCham) and U.S.-based business development organizations to explore partnership opportunities. Specialized Training: Integration of a specific module within the commercial training program (Outcome 1) focused exclusively on the U.S. Market. This chapter will cover market entry strategies, consumer trends, and practical steps to meet U.S. import standards, contributing to the required 80 person-hours in trade and investment.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 05:42:21.026	2026-04-02 05:42:21.026
cmnh1sk84007ek908mdbgvsuh	cmnh1sk3c003tk908gigp09oy	cmnh1sk7g006uk908osouksyu	activity	A4.5	Participatory design and pilot of a collaborative commercialization mechanism.	Using the improved production information and product consistency, support the cooperative and MSMEs to design and pilot a simple collaborative commercialization mechanism  for access to national buyers and potential future export channels.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	4	t	2026-04-02 05:42:21.028	2026-04-02 05:42:21.028
cmnh2vd0g00b1k908kfjtns4s	cmnh2vczk00ack908qnv5kdsb	cmnh2vczz00ank908ryfmcnlb	objective	OE2	Capacitar a MiPYMEs en modelos de negocio sostenibles	Se busca capacitar a las MiPYMEs en la implementación de modelos de negocios sostenibles que les permitan desarrollar sus industrias comunitarias de manera rentable y respetuosa con el medio ambiente. Esto incluye la enseñanza de estrategias de gestión empresarial, eficiencia productiva agrícola, gestión de calidad y seguridad alimentaria industrial, e innovación comercial.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 06:12:31.264	2026-04-02 06:12:31.264
cmnh2vd0i00b3k908ypbhgx7v	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0g00b1k908kfjtns4s	output	P2.1	Capacidades de MiPYMEs fortalecidas	Capacidades fortalecidas a través del Plan de Capacitación generando como subproductos: material complementario para capacitaciones y talleres de transferencia (guias impresas, cápsulas de video). Todo esto en el ámbito productivo, comercial y financiero.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.266	2026-04-02 06:12:31.266
cmnh2vd0k00b5k9084ut46vbn	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0i00b3k908ypbhgx7v	activity	A2.1a	Desarrollo de materiales de capacitación sobre modelos de negocios sostenibles	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.268	2026-04-02 06:12:31.268
cmnh1sk86007gk908gjeprgf2	cmnh1sk3c003tk908gigp09oy	\N	problem_statement	PS1	Problem statement	The agro-food MSMEs in the rural Los Santos region of San José, Costa Rica, face multiple challenges that limit their productivity, competitiveness, and ability to access higher-value national and export markets. These challenges include lack of business formalization, insufficient financial management, low export readiness, and limited digitalization of their production and commercial processes.\n\nAdditionally, these organizations operate with constrained financial and technical resources in a rural context, making it difficult to adopt conventional digital and automation solutions. The absence of a shared maquila/bio-refinery that adds value to coffee by-products and other local agricultural products restricts product diversification, quality consistency, and access to competitive markets.\n\nThe lack of process monitoring systems, light automation, and collaborative commercialization mechanisms limits these MSMEs’ capacity to reduce losses, comply with food safety regulations, and effectively coordinate market entry.\n\nTherefore, the target population requires accessible, low-cost, and sustainable solutions that strengthen their business and technical capacities, drive digital transformation, and foster collaborative approaches to production and commercialization. This project aims to address these needs through specialized training, digital tools, the establishment of a shared maquila/bio-refinery, monitoring systems, and a collaborative commercialization network, thereby promoting positive economic and social change for the MSMEs, their workers, and the local community.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 05:42:21.031	2026-04-02 05:42:21.031
cmnh1sk8a007ik9085h5zcvfb	cmnh1sk3c003tk908gigp09oy	\N	need	N1	Needs Outcome 1	Limited business formalization, weak financial management, low export readiness, lack of affordable digital tools.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 05:42:21.034	2026-04-02 05:42:21.034
cmnh1sk8c007kk908izuu3eg2	cmnh1sk3c003tk908gigp09oy	\N	need	N2	Needs Outcome 2	No shared maquila/bio-refinery, limited processing infrastructure, need for low-cost equipment.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	2	t	2026-04-02 05:42:21.037	2026-04-02 05:42:21.037
cmnh1sk8f007mk908oz9ptyfo	cmnh1sk3c003tk908gigp09oy	\N	need	N3	Needs Outcome 3	Lack of process monitoring and automation, inconsistent quality, food safety challenges.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 05:42:21.039	2026-04-02 05:42:21.039
cmnh1sk8h007ok908sltcuca9	cmnh1sk3c003tk908gigp09oy	\N	need	N4	Needs Outcome 4	Need to formalize collaborative commercialization to access higher-value national and export markets; limited market access and product standardization.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	4	t	2026-04-02 05:42:21.042	2026-04-02 05:42:21.042
cmnh1sk8k007qk908s0kfofna	cmnh1sk3c003tk908gigp09oy	\N	assumption	AS1	Assumptions	1. The MSMEs will be committed and actively participate in training, adoption of digital tools, and improvement processes.\n\n2. Access to internet and electricity in rural areas will be sufficient to implement and maintain the proposed digital and automation solutions.\n\n3. The equipment and technologies acquired will be compatible with local conditions and can be maintained with available resources and capacities.\n\n4. There will be no significant disruptions in the supply chain affecting the acquisition of inputs, equipment, or materials needed for the maquila and digitalization.\n\n5. Climatic and environmental conditions will allow continuous operation of production processes and the maquila, including the use of solar dehydrators.\n\n6. Local and national regulations will remain stable and favorable for the formalization, production, and export of MSME products.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	5	t	2026-04-02 05:42:21.045	2026-04-02 05:42:21.045
cmnh1sk8n007sk9089qqnjeuu	cmnh1sk3c003tk908gigp09oy	\N	external_factor	EF1	External Factors	1. Changes in international trade policies or tariffs that may affect exports to the United States or other markets.\n\n2. Variations in the national or global economic context impacting demand for agro-food products or MSMEs’ investment capacity.\n\n3. Extreme weather events or natural disasters that may affect agricultural production or maquila infrastructure.\n\n4. Changes in availability or cost of inputs, energy, or transportation that may affect project operations.\n\n5. Technological evolution that may require updating or adapting the implemented digital solutions.\n\n6. Changes in sanitary or quality regulations that may affect production or commercialization of products.\n\nSocial or community factors that may influence beneficiary participation and commitment.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	6	t	2026-04-02 05:42:21.048	2026-04-02 05:42:21.048
cmnh2vczw00alk908qxdcd8tl	cmnh2vczk00ack908qnv5kdsb	\N	goal	PG	Promover el desarrollo económico sostenible de micro, pequeñas y medianas empresas dedicadas a la producción agrícola en la Región de Tarapacá, a través de la creación de una red de MiPYMEs para la promoción de agroindustrias comunitarias innovadoras e inocuas.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.244	2026-04-02 06:12:31.244
cmnh2vczz00ank908ryfmcnlb	cmnh2vczk00ack908qnv5kdsb	cmnh2vczw00alk908qxdcd8tl	outcome	R1	Impulsar el desarrollo de agroindustrias comunitarias innovadoras y sustentables en áreas rurales, a través de la creación de una red autónoma.	Se promueve la capacitación, transferencia de tecnología y la creación de modelos de negocios sostenibles, con el objetivo de fortalecer el sistema de innovación y competitividad regional.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.248	2026-04-02 06:12:31.248
cmnh2vd0200apk908eumbdlsf	cmnh2vczk00ack908qnv5kdsb	cmnh2vczz00ank908ryfmcnlb	objective	OE1	Establecer red de MiPYMEs agrícolas en la Región de Tarapacá	Se busca crear una red que reúna a MiPYMEs agrícolas interesadas en desarrollar industrias comunitarias innovadoras e inocuas, la cual servirá como plataforma para el intercambio de conocimientos, recursos y experiencias entre los participantes, fomentando la colaboración y el apoyo mutuo. Generando las instancias para fomentar la formación de una entidad constituida, con gobernanza como red agrícola con miras a obtener una personalidad jurídica.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.251	2026-04-02 06:12:31.251
cmnh2vd0500ark908f275q7rr	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0200apk908eumbdlsf	output	P1.1	Red de MiPYMEs agrícolas	La red de MiPYMEs agrícolas estará compuesta por beneficiarios atendidos en el proyecto, pertenecientes a las Región de Tarapacá. Además se podrán integrar otras MiPYMEs agrícolas indirectamente beneficiadas a través de los procesos de capacitación e instalación de capacidades.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.253	2026-04-02 06:12:31.253
cmnh2vd0700atk908keleyzy2	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0500ark908f275q7rr	activity	A1.1a	Diagnóstico inicial MiPYMEs y levantamiento línea base	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.255	2026-04-02 06:12:31.255
cmnh2vd0900avk908ssnw3hzn	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0500ark908f275q7rr	activity	A1.1b	Elaboración de planes estratégicos para transferencia tecnológica y difusión	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 06:12:31.258	2026-04-02 06:12:31.258
cmnh2vd0b00axk908z2ttcuko	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0500ark908f275q7rr	activity	A1.1c	Evento de lanzamiento del proyecto y seminario de sensibilización	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	2	t	2026-04-02 06:12:31.26	2026-04-02 06:12:31.26
cmnh2vd0e00azk908hojzaawm	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0500ark908f275q7rr	activity	A1.1d	Creación del espacio de hospedaje de las guias	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 06:12:31.262	2026-04-02 06:12:31.262
cmnh2vd0m00b7k9080o01zhkg	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0i00b3k908ypbhgx7v	activity	A2.1b	Realización de talleres y capacitaciones para las Mipymes rurales sobre gestión empresarial sostenible	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 06:12:31.271	2026-04-02 06:12:31.271
cmnh2vd0t00bbk908c78ghawx	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0i00b3k908ypbhgx7v	activity	A2.1d	Implementación de técnicas y tecnologías modernas en la producción agrícola	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 06:12:31.277	2026-04-02 06:12:31.277
cmnh2vd0v00bdk908n67yx0t7	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0i00b3k908ypbhgx7v	activity	A2.1e	Creación de una guía para la comercialización digital de los productos de las agroindustrias comunitarias	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	4	t	2026-04-02 06:12:31.279	2026-04-02 06:12:31.279
cmnh2vd0x00bfk908r8zevaqk	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0i00b3k908ypbhgx7v	activity	A2.1f	Implementación de estrategias de marketing digital y uso de plataformas de comercio electrónico para promocionar y vender los productos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	5	t	2026-04-02 06:12:31.282	2026-04-02 06:12:31.282
cmnh2vd0z00bhk908wa9i7knp	cmnh2vczk00ack908qnv5kdsb	cmnh2vczz00ank908ryfmcnlb	objective	OE3	Promover la digitalización en la gestión empresarial de las MiPYMEs	Guiar a las MiPYMEs en la digitalización de sus procesos de gestión empresarial, proporcionando guías y recursos para implementar herramientas tecnológicas que mejoren la eficiencia operativa y la comunicación con los clientes.  Se implementaran diferentes plataformas digitales para su uso por parte de los agricultores fundamentalmente para el control productivo y las gestión financiera.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	2	t	2026-04-02 06:12:31.284	2026-04-02 06:12:31.284
cmnh2vd1200bjk908xhb8g884	cmnh2vczk00ack908qnv5kdsb	cmnh2vd0z00bhk908wa9i7knp	output	P3.1	Digitalización para gestión empresarial adoptado en MiPYMEs	Transformación de MiPYMEs agrícolas hacia la digitalización de su gestión empresarial. Esto estará ligado a la obtención de los siguientes subproductos: guía de digitalización para MiPYMEs, incorporación de herramientas tecnológicas y talleres de fomento a la digitalización.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.286	2026-04-02 06:12:31.286
cmnh2vd1400blk908pfd1ovv4	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1200bjk908xhb8g884	activity	A3.1a	Elaboración de una guía de digitalización en la gestión empresarial para las Mipymes rurales	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.288	2026-04-02 06:12:31.288
cmnh2vd1600bnk908ejj94fyl	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1200bjk908xhb8g884	activity	A3.1b	Implementación de herramientas tecnológicas en las empresas para mejorar la eficiencia operativa y la gestión empresarial	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 06:12:31.291	2026-04-02 06:12:31.291
cmnh2vd1800bpk9081vgbvl83	cmnh2vczk00ack908qnv5kdsb	cmnh2vczz00ank908ryfmcnlb	objective	OE4	Fomentar la estructuración de industrias innovadoras	Se buscará estructurar industrias innovadoras dentro de la red, considerando la identificación de oportunidades de mercado, la aplicación de técnicas y procesos innovadores en la producción y el desarrollo de productos diferenciados y con valor agregado. Para ello se generaran al menos un prototipo de deshidratado y otro de envasado-	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 06:12:31.293	2026-04-02 06:12:31.293
cmnh2vd1b00brk908svcf8heq	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1800bpk9081vgbvl83	output	P4.1	Industria comunitaria innovadora conformada	La industria comunitaria innovadora estará conformada de MiPYMEs agrícolas interesadas en trabajar de forma cooperativa para la producción de alimentos innovadores. En primera instancia esta industria estará enfocada en la producción de alimentos deshidratados. Para ello se obtendrán los siguientes subproductos: guías para industrias innovadoras, plan estratégico para la diversificación de productos y adaptación a demandas del mercado, desarrollo y evaluación de envases sustentables para los nuevos productos, estrategia de comercialización de forma electrónica y marketing digital.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.295	2026-04-02 06:12:31.295
cmnh2vd1d00btk908wpfhqs3x	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1b00brk908svcf8heq	activity	A4.1a	Creación de una guía detallada sobre la estructuración de industrias innovadoras	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.297	2026-04-02 06:12:31.297
cmnh2vd1f00bvk908mly768ov	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1b00brk908svcf8heq	activity	A4.1b	Desarrollo de estrategias de diversificación de productos y adaptación a las demandas del mercado	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	1	t	2026-04-02 06:12:31.3	2026-04-02 06:12:31.3
cmnh2vd1i00bxk908y5en3lq8	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1b00brk908svcf8heq	activity	A4.1c	Taller transferencia para instituciones públicas y privadas de la Región	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	2	t	2026-04-02 06:12:31.302	2026-04-02 06:12:31.302
cmnh2vd1k00bzk90849egikvs	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1b00brk908svcf8heq	activity	A4.1d	Diseño y desarrollo de prototipos de envases y packs sustentables para los productos de las agroindustrias comunitarias	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	3	t	2026-04-02 06:12:31.304	2026-04-02 06:12:31.304
cmnh2vd1m00c1k908120zelov	cmnh2vczk00ack908qnv5kdsb	cmnh2vd1b00brk908svcf8heq	activity	A4.1e	Evaluación de la viabilidad técnica y económica de los envases y packs sustentables	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	4	t	2026-04-02 06:12:31.307	2026-04-02 06:12:31.307
cmnh2vd1o00c3k9089kzklsq4	cmnh2vczk00ack908qnv5kdsb	\N	problem_statement	PS1	Identificación del problema	La sociedad se enfrenta a una situación compleja marcada por el aumento de la población y la consiguiente demanda de alimentos. Según la ONU, se estima que la población alcanzará los 9,5 mil millones para el año 2050. Esto plantea un desafío significativo en términos de producción de alimentos, ya que se estima que la demanda aumentará en un 50%, según la FAO.\n\nParalelamente a esta creciente demanda, existen diversos problemas que complejizan este desafío. Los desastres ambientales y la escasez de recursos productivos han ido en aumento en los últimos años. Además, la inseguridad alimentaria afecta a una gran parte de la población mundial, con aproximadamente 805 millones de personas padeciendo esta situación, según la FAO. A su vez, el nivel de desperdicio de alimentos ha alcanzado niveles alarmantes, con un 10% de desperdicio en la cosecha, un 30% en el transporte y almacenamiento, un 50% en el comercio y un 10% en los hogares.\n\nPuntualmente, la Región de Tarapacá también enfrenta desafíos en relación a la producción de alimentos y la seguridad alimentaria. Si bien es una región con una tradición agrícola centrada en cereales, hortalizas y frutales, se encuentra en una zona árida y semidesértica, lo que limita la disponibilidad de recursos hídricos para la producción agrícola.\n\nAnte este panorama, es fundamental invertir y apoyar a las micro, pequeñas y medianas empresas (MiPYMEs) dedicadas a la producción agrícola. Brindarles el apoyo adecuado les permitirá desarrollarse de manera sostenible e innovadora, así como facilitar la distribución de sus productos y acercarlos a los consumidores. Esto contribuirá a un mejor manejo de los recursos naturales, un aumento sostenible en la producción, una mayor eficiencia en el uso de los recursos financieros, la generación de productos innovadores, menos perecederos, adaptados al mercado y con valor agregado. Como resultado, se reducirá el desperdicio de alimentos y se fortalecerá la seguridad alimentaria.\n\nEl apoyo a las MiPYMEs debe ser integral y provenir tanto del sector público como del privado y la sociedad en general. Es necesario proporcionar capacitación, asesoría técnica y programas de formación empresarial para promover prácticas sostenibles, gestión eficiente y desarrollo de productos. La asesoría especializada en certificaciones ambientales y normativas legales también es fundamental. En cuanto a infraestructura y tecnología, se requiere acceso a servicios básicos y programas que faciliten el uso de tecnologías limpias y eficientes. El apoyo en promoción y comercialización es esencial a través de la creación de redes de colaboración, alianzas estratégicas y la visibilidad de productos y servicios en diferentes canales. A pesar de los desafíos, es importante reconocer el potencial de las mipymes rurales y promover políticas que impulsen su acceso a financiamiento, capacitación, infraestructura y colaboración, fomentando así la innovación y la sostenibilidad.\n\nEn cuanto a la brecha digital se hace necesario que las comunidades rurales se beneficien de la era digital, para esto se debe fortalecer el acceso a la conectividad, fomentar colaboraciones público-privadas, mejorar sistemas de información y desarrollar estrategias de digitalización. Estas medidas son esenciales para cerrar la brecha digital y promover un desarrollo equitativo en todas las regiones.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	not_started	0	t	2026-04-02 06:12:31.309	2026-04-02 06:12:31.309
\.


